date,marketValue,traceName
2020-01-03,182208239.7,Chemicals and Pertochemicals
2020-01-03,182208239.7,Chemicals and Pertochemicals
2020-01-03,182208239.7,Chemicals and Pertochemicals
2020-01-06,169294824.2,Chemicals and Pertochemicals
2020-01-06,169294824.2,Chemicals and Pertochemicals
2020-01-06,169294824.2,Chemicals and Pertochemicals
2020-01-08,344629245.99,Chemicals and Pertochemicals
2020-01-08,344629245.99,Chemicals and Pertochemicals
2020-01-09,431348327.90999997,Chemicals and Pertochemicals
2020-01-10,338064760.58,Chemicals and Pertochemicals
2020-01-13,558818803.6,Chemicals and Pertochemicals
2020-01-13,558818803.6,Chemicals and Pertochemicals
2020-01-13,558818803.6,Chemicals and Pertochemicals
2020-01-14,610562551.48,Chemicals and Pertochemicals
2020-01-15,328708932.12,Chemicals and Pertochemicals
2020-01-16,368267809.2,Chemicals and Pertochemicals
2020-01-17,399424122.58000004,Chemicals and Pertochemicals
2020-01-20,549336356.2,Chemicals and Pertochemicals
2020-01-20,549336356.2,Chemicals and Pertochemicals
2020-01-20,549336356.2,Chemicals and Pertochemicals
2020-01-21,287325571.0,Chemicals and Pertochemicals
2020-01-22,307550097.8,Chemicals and Pertochemicals
2020-01-23,337667581.6,Chemicals and Pertochemicals
2020-01-24,340719137.2,Chemicals and Pertochemicals
2020-01-27,463335425.9,Chemicals and Pertochemicals
2020-01-27,463335425.9,Chemicals and Pertochemicals
2020-01-27,463335425.9,Chemicals and Pertochemicals
2020-01-28,535350072.44,Chemicals and Pertochemicals
2020-01-29,505833388.2,Chemicals and Pertochemicals
2020-01-30,558980777.7,Chemicals and Pertochemicals
2020-01-31,679607405.75,Chemicals and Pertochemicals
2020-02-03,492084675.0,Chemicals and Pertochemicals
2020-02-03,492084675.0,Chemicals and Pertochemicals
2020-02-03,492084675.0,Chemicals and Pertochemicals
2020-02-04,281278244.8,Chemicals and Pertochemicals
2020-02-05,282591100.3,Chemicals and Pertochemicals
2020-02-06,228843609.1,Chemicals and Pertochemicals
2020-02-07,238219816.4,Chemicals and Pertochemicals
2020-02-10,276954120.0,Chemicals and Pertochemicals
2020-02-10,276954120.0,Chemicals and Pertochemicals
2020-02-10,276954120.0,Chemicals and Pertochemicals
2020-02-11,380823137.54,Chemicals and Pertochemicals
2020-02-12,674442686.1,Chemicals and Pertochemicals
2020-02-13,749243185.3,Chemicals and Pertochemicals
2020-02-14,619777864.8199999,Chemicals and Pertochemicals
2020-02-17,365285065.35,Chemicals and Pertochemicals
2020-02-17,365285065.35,Chemicals and Pertochemicals
2020-02-17,365285065.35,Chemicals and Pertochemicals
2020-02-18,674552216.4000001,Chemicals and Pertochemicals
2020-02-19,325290077.3,Chemicals and Pertochemicals
2020-02-20,395628187.5,Chemicals and Pertochemicals
2020-02-21,833075941.7,Chemicals and Pertochemicals
2020-02-25,530869967.1,Chemicals and Pertochemicals
2020-02-25,530869967.1,Chemicals and Pertochemicals
2020-02-25,530869967.1,Chemicals and Pertochemicals
2020-02-25,530869967.1,Chemicals and Pertochemicals
2020-02-26,624076592.4,Chemicals and Pertochemicals
2020-02-27,988813744.76,Chemicals and Pertochemicals
2020-02-28,975060326.8499999,Chemicals and Pertochemicals
2020-03-02,565936410.6,Chemicals and Pertochemicals
