date,marketValue,traceName
2024-01-03,197681127.0,Chemicals and Pertochemicals
2024-01-03,197681127.0,Chemicals and Pertochemicals
2024-01-03,197681127.0,Chemicals and Pertochemicals
2024-01-04,230807062.0,Chemicals and Pertochemicals
2024-01-05,290763458.53999996,Chemicals and Pertochemicals
2024-01-08,213339931.04,Chemicals and Pertochemicals
2024-01-08,213339931.04,Chemicals and Pertochemicals
2024-01-08,213339931.04,Chemicals and Pertochemicals
2024-01-09,377501259.5,Chemicals and Pertochemicals
2024-01-10,411822970.86,Chemicals and Pertochemicals
2024-01-11,538034618.7,Chemicals and Pertochemicals
2024-01-12,284406093.2,Chemicals and Pertochemicals
2024-01-15,686173914.3,Chemicals and Pertochemicals
2024-01-15,686173914.3,Chemicals and Pertochemicals
2024-01-15,686173914.3,Chemicals and Pertochemicals
2024-01-16,555471047.0,Chemicals and Pertochemicals
2024-01-17,543871934.9,Chemicals and Pertochemicals
2024-01-18,492875417.25,Chemicals and Pertochemicals
2024-01-19,737386048.66,Chemicals and Pertochemicals
2024-01-22,327170250.5,Chemicals and Pertochemicals
2024-01-22,327170250.5,Chemicals and Pertochemicals
2024-01-22,327170250.5,Chemicals and Pertochemicals
2024-01-23,403595829.52,Chemicals and Pertochemicals
2024-01-24,350581274.03999996,Chemicals and Pertochemicals
2024-01-25,383494459.0,Chemicals and Pertochemicals
2024-01-26,385613889.2,Chemicals and Pertochemicals
2024-01-29,432274214.16,Chemicals and Pertochemicals
2024-01-29,432274214.16,Chemicals and Pertochemicals
2024-01-29,432274214.16,Chemicals and Pertochemicals
2024-01-30,1705414101.32,Chemicals and Pertochemicals
2024-01-31,702035047.6500001,Chemicals and Pertochemicals
2024-02-01,297708758.52,Chemicals and Pertochemicals
2024-02-02,315041336.6,Chemicals and Pertochemicals
2024-02-05,399313143.22,Chemicals and Pertochemicals
2024-02-05,399313143.22,Chemicals and Pertochemicals
2024-02-05,399313143.22,Chemicals and Pertochemicals
2024-02-06,299877164.1,Chemicals and Pertochemicals
2024-02-07,374112755.5,Chemicals and Pertochemicals
2024-02-08,517169852.43,Chemicals and Pertochemicals
2024-02-09,358538165.3,Chemicals and Pertochemicals
2024-02-12,321708374.8,Chemicals and Pertochemicals
2024-02-12,321708374.8,Chemicals and Pertochemicals
2024-02-12,321708374.8,Chemicals and Pertochemicals
2024-02-13,933936691.22,Chemicals and Pertochemicals
2024-02-14,704396583.4,Chemicals and Pertochemicals
2024-02-15,477620770.26,Chemicals and Pertochemicals
2024-02-16,555834830.8,Chemicals and Pertochemicals
2024-02-19,340417527.2,Chemicals and Pertochemicals
2024-02-19,340417527.2,Chemicals and Pertochemicals
2024-02-19,340417527.2,Chemicals and Pertochemicals
2024-02-20,699562345.38,Chemicals and Pertochemicals
2024-02-21,667781534.96,Chemicals and Pertochemicals
2024-02-22,248805817.64,Chemicals and Pertochemicals
2024-02-26,505566723.3,Chemicals and Pertochemicals
2024-02-26,505566723.3,Chemicals and Pertochemicals
2024-02-26,505566723.3,Chemicals and Pertochemicals
2024-02-26,505566723.3,Chemicals and Pertochemicals
2024-02-27,325520491.1,Chemicals and Pertochemicals
2024-02-28,284220969.9,Chemicals and Pertochemicals
2024-02-29,493085913.2,Chemicals and Pertochemicals
2024-03-01,309113523.4,Chemicals and Pertochemicals
2024-03-04,655101378.3,Chemicals and Pertochemicals
2024-03-04,655101378.3,Chemicals and Pertochemicals
2024-03-04,655101378.3,Chemicals and Pertochemicals
2024-03-05,426233154.0,Chemicals and Pertochemicals
2024-03-06,352478625.5,Chemicals and Pertochemicals
2024-03-07,389274009.96,Chemicals and Pertochemicals
2024-03-11,482308854.1,Chemicals and Pertochemicals
2024-03-11,482308854.1,Chemicals and Pertochemicals
2024-03-11,482308854.1,Chemicals and Pertochemicals
2024-03-11,482308854.1,Chemicals and Pertochemicals
2024-03-12,273301515.5,Chemicals and Pertochemicals
2024-03-13,361545838.4,Chemicals and Pertochemicals
2024-03-14,485036016.9,Chemicals and Pertochemicals
2024-03-15,248339362.39999998,Chemicals and Pertochemicals
2024-03-18,490296248.7,Chemicals and Pertochemicals
2024-03-18,490296248.7,Chemicals and Pertochemicals
2024-03-18,490296248.7,Chemicals and Pertochemicals
2024-03-19,468964888.9,Chemicals and Pertochemicals
2024-03-20,373497556.3,Chemicals and Pertochemicals
2024-03-21,346677954.9,Chemicals and Pertochemicals
2024-03-22,535180834.9,Chemicals and Pertochemicals
2024-03-25,448114951.9,Chemicals and Pertochemicals
2024-03-25,448114951.9,Chemicals and Pertochemicals
2024-03-25,448114951.9,Chemicals and Pertochemicals
2024-03-26,346445261.3,Chemicals and Pertochemicals
2024-03-27,352041678.22,Chemicals and Pertochemicals
2024-03-28,380989296.0,Chemicals and Pertochemicals
2024-03-29,505601351.72,Chemicals and Pertochemicals
2024-04-01,716469242.6,Chemicals and Pertochemicals
2024-04-01,716469242.6,Chemicals and Pertochemicals
2024-04-01,716469242.6,Chemicals and Pertochemicals
2024-04-02,526052253.29999995,Chemicals and Pertochemicals
2024-04-03,433753334.02,Chemicals and Pertochemicals
2024-04-04,549802446.3,Chemicals and Pertochemicals
2024-04-05,532510313.3,Chemicals and Pertochemicals
2024-04-08,362058537.90000004,Chemicals and Pertochemicals
2024-04-08,362058537.90000004,Chemicals and Pertochemicals
2024-04-08,362058537.90000004,Chemicals and Pertochemicals
2024-04-09,400217242.75,Chemicals and Pertochemicals
2024-04-10,431059809.84000003,Chemicals and Pertochemicals
2024-04-11,441664719.0,Chemicals and Pertochemicals
2024-04-12,461096134.26,Chemicals and Pertochemicals
2024-04-15,522408941.34000003,Chemicals and Pertochemicals
2024-04-15,522408941.34000003,Chemicals and Pertochemicals
2024-04-15,522408941.34000003,Chemicals and Pertochemicals
2024-04-16,539880385.3,Chemicals and Pertochemicals
2024-04-17,832480451.2,Chemicals and Pertochemicals
2024-04-18,720094013.0,Chemicals and Pertochemicals
2024-04-19,359166613.6,Chemicals and Pertochemicals
2024-04-22,724178085.9000001,Chemicals and Pertochemicals
2024-04-22,724178085.9000001,Chemicals and Pertochemicals
2024-04-22,724178085.9000001,Chemicals and Pertochemicals
2024-04-23,439041898.6,Chemicals and Pertochemicals
2024-04-24,290469226.68,Chemicals and Pertochemicals
2024-04-25,308486552.2,Chemicals and Pertochemicals
2024-04-26,564726277.35,Chemicals and Pertochemicals
2024-04-29,221682845.8,Chemicals and Pertochemicals
2024-04-29,221682845.8,Chemicals and Pertochemicals
2024-04-29,221682845.8,Chemicals and Pertochemicals
2024-04-30,185673770.7,Chemicals and Pertochemicals
2024-05-02,275111271.1,Chemicals and Pertochemicals
2024-05-02,275111271.1,Chemicals and Pertochemicals
2024-05-03,194032626.62,Chemicals and Pertochemicals
2024-05-06,418499149.9,Chemicals and Pertochemicals
2024-05-06,418499149.9,Chemicals and Pertochemicals
2024-05-06,418499149.9,Chemicals and Pertochemicals
2024-05-07,325593393.5,Chemicals and Pertochemicals
2024-05-08,277345168.5,Chemicals and Pertochemicals
2024-05-10,208999782.9,Chemicals and Pertochemicals
2024-05-10,208999782.9,Chemicals and Pertochemicals
2024-05-13,317825168.6,Chemicals and Pertochemicals
2024-05-13,317825168.6,Chemicals and Pertochemicals
2024-05-13,317825168.6,Chemicals and Pertochemicals
2024-05-14,317510893.29999995,Chemicals and Pertochemicals
