date,marketValue,traceName
2022-01-03,457555060.58,Chemicals and Pertochemicals
2022-01-03,457555060.58,Chemicals and Pertochemicals
2022-01-03,457555060.58,Chemicals and Pertochemicals
2022-01-04,429699199.32,Chemicals and Pertochemicals
2022-01-05,685479195.24,Chemicals and Pertochemicals
2022-01-06,857044119.0,Chemicals and Pertochemicals
2022-01-07,0,Chemicals and Pertochemicals
2022-01-10,629425084.2,Chemicals and Pertochemicals
2022-01-10,629425084.2,Chemicals and Pertochemicals
2022-01-10,629425084.2,Chemicals and Pertochemicals
2022-01-11,606762731.1,Chemicals and Pertochemicals
2022-01-12,750073102.9,Chemicals and Pertochemicals
2022-01-13,971772846.1,Chemicals and Pertochemicals
2022-01-14,1751022626.5,Chemicals and Pertochemicals
2022-01-17,1450990126.5,Chemicals and Pertochemicals
2022-01-17,1450990126.5,Chemicals and Pertochemicals
2022-01-17,1450990126.5,Chemicals and Pertochemicals
2022-01-18,1916825625.53,Chemicals and Pertochemicals
2022-01-19,1767234268.56,Chemicals and Pertochemicals
2022-01-20,1172310725.74,Chemicals and Pertochemicals
2022-01-21,1945775321.6,Chemicals and Pertochemicals
2022-01-24,2621416376.3,Chemicals and Pertochemicals
2022-01-24,2621416376.3,Chemicals and Pertochemicals
2022-01-24,2621416376.3,Chemicals and Pertochemicals
2022-01-25,1110431611.06,Chemicals and Pertochemicals
2022-01-26,1261932345.32,Chemicals and Pertochemicals
2022-01-27,1193857778.98,Chemicals and Pertochemicals
2022-01-28,801875231.44,Chemicals and Pertochemicals
2022-01-31,1051879513.4,Chemicals and Pertochemicals
2022-01-31,1051879513.4,Chemicals and Pertochemicals
2022-01-31,1051879513.4,Chemicals and Pertochemicals
2022-02-01,705479650.4,Chemicals and Pertochemicals
2022-02-02,1150958339.7,Chemicals and Pertochemicals
2022-02-03,1042256123.4200001,Chemicals and Pertochemicals
2022-02-04,1071472613.1,Chemicals and Pertochemicals
2022-02-07,1866916918.7,Chemicals and Pertochemicals
2022-02-07,1866916918.7,Chemicals and Pertochemicals
2022-02-07,1866916918.7,Chemicals and Pertochemicals
2022-02-08,2643396286.3,Chemicals and Pertochemicals
2022-02-09,2016831344.8600001,Chemicals and Pertochemicals
2022-02-10,2116162772.6,Chemicals and Pertochemicals
2022-02-11,1684388766.3,Chemicals and Pertochemicals
2022-02-14,1790113111.6,Chemicals and Pertochemicals
2022-02-14,1790113111.6,Chemicals and Pertochemicals
2022-02-14,1790113111.6,Chemicals and Pertochemicals
2022-02-15,1441973103.12,Chemicals and Pertochemicals
2022-02-16,1717033184.47,Chemicals and Pertochemicals
2022-02-17,1446840835.0,Chemicals and Pertochemicals
