date,marketValue,traceName
2021-01-04,424661448.76,Chemicals and Pertochemicals
2021-01-04,424661448.76,Chemicals and Pertochemicals
2021-01-04,424661448.76,Chemicals and Pertochemicals
2021-01-04,424661448.76,Chemicals and Pertochemicals
2021-01-05,929798935.5,Chemicals and Pertochemicals
2021-01-06,460510228.8,Chemicals and Pertochemicals
2021-01-08,514209143.59000003,Chemicals and Pertochemicals
2021-01-08,514209143.59000003,Chemicals and Pertochemicals
2021-01-11,397877525.6,Chemicals and Pertochemicals
2021-01-11,397877525.6,Chemicals and Pertochemicals
2021-01-11,397877525.6,Chemicals and Pertochemicals
2021-01-12,794977040.56,Chemicals and Pertochemicals
2021-01-13,1177425721.68,Chemicals and Pertochemicals
2021-01-14,657604295.96,Chemicals and Pertochemicals
2021-01-15,529355152.36,Chemicals and Pertochemicals
2021-01-18,804526360.53,Chemicals and Pertochemicals
2021-01-18,804526360.53,Chemicals and Pertochemicals
2021-01-18,804526360.53,Chemicals and Pertochemicals
2021-01-19,658170886.1,Chemicals and Pertochemicals
2021-01-20,454423615.42,Chemicals and Pertochemicals
2021-01-21,1137591208.88,Chemicals and Pertochemicals
2021-01-22,565088542.45,Chemicals and Pertochemicals
2021-01-25,996736039.64,Chemicals and Pertochemicals
2021-01-25,996736039.64,Chemicals and Pertochemicals
2021-01-25,996736039.64,Chemicals and Pertochemicals
2021-01-26,714016120.64,Chemicals and Pertochemicals
2021-01-27,573739369.07,Chemicals and Pertochemicals
2021-01-28,862090462.92,Chemicals and Pertochemicals
2021-01-29,1012197732.79,Chemicals and Pertochemicals
2021-02-01,585849758.39,Chemicals and Pertochemicals
2021-02-01,585849758.39,Chemicals and Pertochemicals
2021-02-01,585849758.39,Chemicals and Pertochemicals
2021-02-02,737191527.25,Chemicals and Pertochemicals
2021-02-03,348921361.1,Chemicals and Pertochemicals
2021-02-04,443037842.92,Chemicals and Pertochemicals
2021-02-05,530784656.2,Chemicals and Pertochemicals
2021-02-08,443208410.68,Chemicals and Pertochemicals
2021-02-08,443208410.68,Chemicals and Pertochemicals
2021-02-08,443208410.68,Chemicals and Pertochemicals
2021-02-09,534641640.44,Chemicals and Pertochemicals
2021-02-10,429783402.6,Chemicals and Pertochemicals
2021-02-11,405263687.98,Chemicals and Pertochemicals
2021-02-12,363133689.25,Chemicals and Pertochemicals
2021-02-15,394863958.05,Chemicals and Pertochemicals
2021-02-15,394863958.05,Chemicals and Pertochemicals
2021-02-15,394863958.05,Chemicals and Pertochemicals
2021-02-16,456067070.7,Chemicals and Pertochemicals
2021-02-17,449802595.63,Chemicals and Pertochemicals
2021-02-18,691390035.66,Chemicals and Pertochemicals
2021-02-19,657455738.9,Chemicals and Pertochemicals
2021-02-20,276428818.41,Chemicals and Pertochemicals
2021-02-22,423053304.7,Chemicals and Pertochemicals
2021-02-22,423053304.7,Chemicals and Pertochemicals
2021-02-24,491854953.82,Chemicals and Pertochemicals
2021-02-24,491854953.82,Chemicals and Pertochemicals
2021-02-25,687750644.6,Chemicals and Pertochemicals
2021-02-26,894020118.14,Chemicals and Pertochemicals
2021-03-01,472267114.2,Chemicals and Pertochemicals
2021-03-01,472267114.2,Chemicals and Pertochemicals
2021-03-01,472267114.2,Chemicals and Pertochemicals
2021-03-02,547613878.8,Chemicals and Pertochemicals
2021-03-03,660282681.55,Chemicals and Pertochemicals
2021-03-04,979176397.12,Chemicals and Pertochemicals
2021-03-05,540927846.36,Chemicals and Pertochemicals
2021-03-09,595622790.9,Chemicals and Pertochemicals
2021-03-09,595622790.9,Chemicals and Pertochemicals
2021-03-09,595622790.9,Chemicals and Pertochemicals
2021-03-09,595622790.9,Chemicals and Pertochemicals
2021-03-10,483127030.4,Chemicals and Pertochemicals
2021-03-11,474510101.9,Chemicals and Pertochemicals
2021-03-12,744867417.7,Chemicals and Pertochemicals
2021-03-15,767817279.88,Chemicals and Pertochemicals
2021-03-15,767817279.88,Chemicals and Pertochemicals
2021-03-15,767817279.88,Chemicals and Pertochemicals
2021-03-16,424322589.12,Chemicals and Pertochemicals
2021-03-17,680954102.9300001,Chemicals and Pertochemicals
2021-03-18,730187780.28,Chemicals and Pertochemicals
2021-03-19,470830701.56,Chemicals and Pertochemicals
2021-03-22,306509985.1,Chemicals and Pertochemicals
2021-03-22,306509985.1,Chemicals and Pertochemicals
2021-03-22,306509985.1,Chemicals and Pertochemicals
2021-03-23,916228555.53,Chemicals and Pertochemicals
2021-03-24,738124225.6,Chemicals and Pertochemicals
2021-03-25,374086011.08,Chemicals and Pertochemicals
2021-03-26,386359960.5,Chemicals and Pertochemicals
2021-03-29,319603309.48,Chemicals and Pertochemicals
2021-03-29,319603309.48,Chemicals and Pertochemicals
2021-03-29,319603309.48,Chemicals and Pertochemicals
2021-03-30,255136302.1,Chemicals and Pertochemicals
2021-03-31,398652385.2,Chemicals and Pertochemicals
2021-04-01,569942567.36,Chemicals and Pertochemicals
2021-04-02,301866042.6,Chemicals and Pertochemicals
2021-04-05,303888294.66,Chemicals and Pertochemicals
2021-04-05,303888294.66,Chemicals and Pertochemicals
2021-04-05,303888294.66,Chemicals and Pertochemicals
2021-04-06,309844328.98,Chemicals and Pertochemicals
2021-04-07,1128705322.8,Chemicals and Pertochemicals
2021-04-08,932988934.8,Chemicals and Pertochemicals
2021-04-09,740125628.0,Chemicals and Pertochemicals
2021-04-12,566009226.78,Chemicals and Pertochemicals
2021-04-12,566009226.78,Chemicals and Pertochemicals
2021-04-12,566009226.78,Chemicals and Pertochemicals
2021-04-13,750388709.56,Chemicals and Pertochemicals
2021-04-14,658189218.0,Chemicals and Pertochemicals
2021-04-15,470149947.25,Chemicals and Pertochemicals
2021-04-16,549550916.77,Chemicals and Pertochemicals
2021-04-19,488495579.85,Chemicals and Pertochemicals
2021-04-19,488495579.85,Chemicals and Pertochemicals
2021-04-19,488495579.85,Chemicals and Pertochemicals
2021-04-20,701117736.28,Chemicals and Pertochemicals
2021-04-21,451645224.82,Chemicals and Pertochemicals
2021-04-22,608691748.0,Chemicals and Pertochemicals
2021-04-23,979954758.22,Chemicals and Pertochemicals
2021-04-26,2110248347.1799998,Chemicals and Pertochemicals
2021-04-26,2110248347.1799998,Chemicals and Pertochemicals
2021-04-26,2110248347.1799998,Chemicals and Pertochemicals
2021-04-27,745017815.8,Chemicals and Pertochemicals
2021-04-28,793761790.2,Chemicals and Pertochemicals
2021-04-29,488315563.5,Chemicals and Pertochemicals
2021-04-30,801390435.2,Chemicals and Pertochemicals
2021-05-04,825838069.6,Chemicals and Pertochemicals
2021-05-04,825838069.6,Chemicals and Pertochemicals
2021-05-04,825838069.6,Chemicals and Pertochemicals
2021-05-04,825838069.6,Chemicals and Pertochemicals
2021-05-05,579695978.0,Chemicals and Pertochemicals
2021-05-06,526598108.6,Chemicals and Pertochemicals
2021-05-07,593298767.6,Chemicals and Pertochemicals
2021-05-10,369270793.41999996,Chemicals and Pertochemicals
2021-05-10,369270793.41999996,Chemicals and Pertochemicals
2021-05-10,369270793.41999996,Chemicals and Pertochemicals
2021-05-11,419129119.22,Chemicals and Pertochemicals
2021-05-12,373079020.8,Chemicals and Pertochemicals
2021-05-13,328400892.5,Chemicals and Pertochemicals
2021-05-14,150831662.7,Chemicals and Pertochemicals
2021-05-17,299624547.9,Chemicals and Pertochemicals
2021-05-17,299624547.9,Chemicals and Pertochemicals
2021-05-17,299624547.9,Chemicals and Pertochemicals
2021-05-18,711404098.95,Chemicals and Pertochemicals
2021-05-19,697682723.65,Chemicals and Pertochemicals
2021-05-20,572877048.2,Chemicals and Pertochemicals
2021-05-21,558526847.7,Chemicals and Pertochemicals
2021-05-24,338951133.5,Chemicals and Pertochemicals
2021-05-24,338951133.5,Chemicals and Pertochemicals
2021-05-24,338951133.5,Chemicals and Pertochemicals
2021-05-25,415935746.3,Chemicals and Pertochemicals
2021-05-26,895907308.6,Chemicals and Pertochemicals
2021-05-27,780476497.5,Chemicals and Pertochemicals
2021-05-28,494127969.8,Chemicals and Pertochemicals
2021-05-31,528686921.1,Chemicals and Pertochemicals
2021-05-31,528686921.1,Chemicals and Pertochemicals
2021-05-31,528686921.1,Chemicals and Pertochemicals
2021-06-01,390323514.6,Chemicals and Pertochemicals
2021-06-02,400775414.36,Chemicals and Pertochemicals
2021-06-03,641780869.62,Chemicals and Pertochemicals
2021-06-04,365729961.51,Chemicals and Pertochemicals
2021-06-07,441055047.6,Chemicals and Pertochemicals
2021-06-07,441055047.6,Chemicals and Pertochemicals
2021-06-07,441055047.6,Chemicals and Pertochemicals
2021-06-08,851818118.6,Chemicals and Pertochemicals
2021-06-09,831876588.98,Chemicals and Pertochemicals
2021-06-10,701526335.7,Chemicals and Pertochemicals
2021-06-11,552319725.78,Chemicals and Pertochemicals
2021-06-14,476050311.6,Chemicals and Pertochemicals
2021-06-14,476050311.6,Chemicals and Pertochemicals
2021-06-14,476050311.6,Chemicals and Pertochemicals
2021-06-15,1055401926.1800001,Chemicals and Pertochemicals
2021-06-16,1015538963.4,Chemicals and Pertochemicals
2021-06-17,934804147.2,Chemicals and Pertochemicals
2021-06-18,637916683.2,Chemicals and Pertochemicals
2021-06-21,589034877.34,Chemicals and Pertochemicals
2021-06-21,589034877.34,Chemicals and Pertochemicals
2021-06-21,589034877.34,Chemicals and Pertochemicals
2021-06-22,552426879.9,Chemicals and Pertochemicals
2021-06-23,456102682.38,Chemicals and Pertochemicals
2021-06-24,529062613.33,Chemicals and Pertochemicals
2021-06-25,478100271.9,Chemicals and Pertochemicals
2021-06-28,439395939.2,Chemicals and Pertochemicals
2021-06-28,439395939.2,Chemicals and Pertochemicals
2021-06-28,439395939.2,Chemicals and Pertochemicals
2021-06-29,545840090.9,Chemicals and Pertochemicals
2021-06-30,780725592.36,Chemicals and Pertochemicals
2021-07-01,889763738.24,Chemicals and Pertochemicals
2021-07-02,599272950.26,Chemicals and Pertochemicals
