date,marketValue,traceName
2016-01-04,127338558,Chemicals and Pertochemicals
2016-01-04,127338558,Chemicals and Pertochemicals
2016-01-04,127338558,Chemicals and Pertochemicals
2016-01-04,127338558,Chemicals and Pertochemicals
2016-01-05,168933086.1,Chemicals and Pertochemicals
2016-01-06,234411963.85,Chemicals and Pertochemicals
2016-01-11,337288185.4,Chemicals and Pertochemicals
2016-01-11,337288185.4,Chemicals and Pertochemicals
2016-01-11,337288185.4,Chemicals and Pertochemicals
2016-01-11,337288185.4,Chemicals and Pertochemicals
2016-01-11,337288185.4,Chemicals and Pertochemicals
2016-01-12,374349179.6,Chemicals and Pertochemicals
2016-01-13,226961130.75,Chemicals and Pertochemicals
2016-01-14,187873884.9,Chemicals and Pertochemicals
2016-01-15,524085551,Chemicals and Pertochemicals
2016-01-18,369369669.7,Chemicals and Pertochemicals
2016-01-18,369369669.7,Chemicals and Pertochemicals
2016-01-18,369369669.7,Chemicals and Pertochemicals
2016-01-19,341263205.2,Chemicals and Pertochemicals
2016-01-20,318704710.7,Chemicals and Pertochemicals
2016-01-21,267872986.2,Chemicals and Pertochemicals
2016-01-22,372769139.6,Chemicals and Pertochemicals
2016-01-25,281849784.3,Chemicals and Pertochemicals
2016-01-25,281849784.3,Chemicals and Pertochemicals
2016-01-25,281849784.3,Chemicals and Pertochemicals
2016-01-26,206542615.2,Chemicals and Pertochemicals
2016-01-27,261327034.10000002,Chemicals and Pertochemicals
2016-01-28,190956403.15,Chemicals and Pertochemicals
2016-01-29,211041520.75,Chemicals and Pertochemicals
2016-02-01,160313036.5,Chemicals and Pertochemicals
2016-02-01,160313036.5,Chemicals and Pertochemicals
2016-02-01,160313036.5,Chemicals and Pertochemicals
2016-02-02,174863832,Chemicals and Pertochemicals
2016-02-03,101330950.5,Chemicals and Pertochemicals
2016-02-04,174680762.8,Chemicals and Pertochemicals
2016-02-05,146047888.5,Chemicals and Pertochemicals
2016-02-08,194957312.0,Chemicals and Pertochemicals
2016-02-08,194957312.0,Chemicals and Pertochemicals
2016-02-08,194957312.0,Chemicals and Pertochemicals
2016-02-09,204070892.65,Chemicals and Pertochemicals
2016-02-10,207122929.3,Chemicals and Pertochemicals
2016-02-11,301364939.15,Chemicals and Pertochemicals
2016-02-12,108632586.5,Chemicals and Pertochemicals
2016-02-15,194100575.85,Chemicals and Pertochemicals
2016-02-15,194100575.85,Chemicals and Pertochemicals
2016-02-15,194100575.85,Chemicals and Pertochemicals
2016-02-16,342974422.05,Chemicals and Pertochemicals
2016-02-17,151843270.9,Chemicals and Pertochemicals
2016-02-18,418381244.2,Chemicals and Pertochemicals
2016-02-19,222714858,Chemicals and Pertochemicals
2016-02-20,49361287.2,Chemicals and Pertochemicals
2016-02-22,129149182,Chemicals and Pertochemicals
2016-02-22,129149182,Chemicals and Pertochemicals
2016-02-24,756129461.3000001,Chemicals and Pertochemicals
2016-02-24,756129461.3000001,Chemicals and Pertochemicals
2016-02-25,320962317.4,Chemicals and Pertochemicals
2016-02-26,252290096.5,Chemicals and Pertochemicals
2016-02-29,317980467.5,Chemicals and Pertochemicals
2016-02-29,317980467.5,Chemicals and Pertochemicals
2016-02-29,317980467.5,Chemicals and Pertochemicals
2016-03-01,441241180.8,Chemicals and Pertochemicals
2016-03-02,439006217,Chemicals and Pertochemicals
