parents	labels	shortname	shortname_rus	name_rus	history_from	history_till	trace_color	wiki_page
exchange_bond	RU000A100L63	NovaBev Group BO-P02	НоваБевБП2	НоваБев Групп ПАО БО-П02	2019-07-17			
exchange_bond	RU000A100LE3	Lambumiz BO-P01	ЛамбумБП01	Ламбумиз БО-П01	2019-07-17			
exchange_bond	RU000A100LL8	Gazprom capital LLC BO-001P-02	ГазпромКP2	Газпром капитал ООО БО-001Р-02	2019-07-18			
exchange_bond	RU000A100LN4	SberIOS 001P-105R 4Y O.G. 103%	СберИОС105	СберИОС 001Р-105R 4Y O.G. 103%	2019-07-18			
exchange_bond	RU000A100LS3	EuroChem MCC JSC BO-001-P04	ЕврХимБ1Р4	ЕвроХим МХК АО БО-001Р-04	2019-07-18			
exchange_bond	RU000A100LV7	EuroChem MCC JSC BO-001-P05	ЕврХимБ1Р5	ЕвроХим МХК АО БО-001Р-05	2019-07-19			
exchange_bond	RU000A100M47	DANY COLL BO-01	ДЭНИКОЛБ1	ДЭНИ КОЛЛ БО-01	2019-07-23			
exchange_bond	RU000A100ME1	ARAGON LLC BO-P02	АРАГОН БП2	АРАГОН ООО БО-П02	2019-07-23			
exchange_bond	RU000A100MG6	Setl-Grupp BO-001P-02	СэтлГрБ1P2	Сэтл-Групп ООО БО-001P-02	2019-07-23			
exchange_bond	RU000A100MM4	SberIOS 001P-114R 3M USDRUB RA	СберИОС114	СберИОС 001Р-114R 3M USDRUB RA	2019-07-25			
exchange_bond	RU000A100MV5	Russian Highways BO-002P-04	Автодор2Р4	Автодор ГК БО-002Р-04	2019-07-26			
exchange_bond	RU000A100MZ6	SberIOS 001P-119R 12Y ZPIF	СберИОС119	СберИОС 001Р-119R 12Y ЗПИФ	2019-07-25			
exchange_bond	RU000A100N12	Sistema PJSFC 001P-11	Систем1P11	АФК Система БО 001P-11	2019-07-29			
exchange_bond	RU000A100N79	SberIOS 001P-121R LKOH_asn 100	СберИОС121	СберИОС 001Р-121R LKOH_asn 100	2019-07-29			
exchange_bond	RU000A100N87	SberIOS 001P-122R 1Y USDRUB RA	СберИОС122	СберИОС 001Р-122R 1Y USDRUB RA	2019-07-29			
exchange_bond	RU000A100NB5	SberIOS 001P-115R 42m E.V. 105	СберИОС115	СберИОС 001Р-115R 42m E.V. 105	2019-07-30			
exchange_bond	RU000A100NS9	RESO-LEASING BO-P-05	РЕСОЛиБП05	РЕСО-Лизинг ООО БО-П-05	2021-09-02			
exchange_bond	RU000A100NV3	SberIOS 001P-116R 42m RuSt 102	СберИОС116	СберИОС 001Р-116R 42m РуАк 102	2019-08-01			
exchange_bond	RU000A100NY7	SberIOS 001P-117R 42M CDX 115%	СберИОС117	СберИОС 001Р-117R 42M CDX 115%	2019-08-02			
exchange_bond	RU000A100P85	EvrazHolding Finance 002P-01R	ЕврХол2P1R	ЕвразХолдинг Финанс 002P-01R	2019-08-05			
exchange_bond	RU000A100P93	Bank VTB B-1-33	ВТБ Б-1-33	Банк ВТБ (ПАО) Б-1-33	2019-08-05			
exchange_bond	RU000A100PA2	SberIOS 001P-118R 4Y O.G. 103%	СберИОС118	СберИОС 001Р-118R 4Y O.G. 103%	2019-08-06			
exchange_bond	RU000A100PB0	GUP JKH RS (Ya) BO-01	ЖКХРСЯ БО1	ГУП ЖКХ РС (Я) БО-01	2019-08-06			
exchange_bond	RU000A100PE4	RESO-LEASING BO-P-06	РЕСОЛизБП6	РЕСО-Лизинг ООО БО-П-06	2019-08-06			
exchange_bond	RU000A100PH7	SberIOS 001P-120R 12M BRENT CS	СберИОС120	СберИОС 001Р-120R 12M БРЕНТ CS	2019-08-08			
exchange_bond	RU000A100PM7	RSG-Finance BO-11	РСГ-ФинБ11	РСГ-Финанс БО-11	2019-08-15			
exchange_bond	RU000A100PQ8	ALFA-BANK BO 002P-05	АЛЬФА-Б2Р5	АЛЬФА-БАНК АО БО 002Р-05	2019-08-09			
exchange_bond	RU000A100PS4	RSG-Finance BO-09	РСГ-ФинБ09	РСГ-Финанс БО-09	2019-08-15			
exchange_bond	RU000A100PW6	SberIOS 001P-126R 2Y ESAA 5%	СберИОС126	СберИОС 001Р-126R 2Y ESAA 5%	2019-08-09			
exchange_bond	RU000A100PX4	SberIOS 001P-123R 5Y DEF 10%	СберИОС123	СберИОС 001Р-123R 5Y DEF 10%	2019-08-12			
exchange_bond	RU000A100Q19	Bank VTB B-1-35	ВТБ Б-1-35	Банк ВТБ (ПАО) Б-1-35	2019-08-13			
exchange_bond	RU000A100Q35	PR-Leasing LLC BO 001P-03	ПР-Лиз 1P3	ПР-Лизинг ООО БО 001Р-03	2019-08-13			
exchange_bond	RU000A100Q50	Samolet Group BO-P05	Самолет1P5	ГК Самолет БО-П05	2019-08-13			
exchange_bond	RU000A100Q76	Kaskad 001P-01	Каскад1Р01	Каскад 001Р-01	2019-08-14			
exchange_bond	RU000A100Q92	YuAIZ BO 1-002	ЮАИЗ 1-002	ЮАИЗ БО 1-002	2019-08-15			
exchange_bond	RU000A100QA0	Samolet Group BO-P06	Самолет1P6	ГК Самолет БО-П06	2019-08-14			
exchange_bond	RU000A100QB8	SberIOS 001P-125R 1M USDRUB RA	СберИОС125	СберИОС 001Р-125R 1M USDRUB RA	2019-08-13			
exchange_bond	RU000A100QV6	SberIOS 001P-128R 1Y SX5E T-W	СберИОС128	СберИОС 001Р-128R 1Y SX5E T-W	2019-08-16			
exchange_bond	RU000A100QY0	Electroboard-Strojsistema BOP1	ЭлщитСтБП1	Электрощит-Стройсистема БО-П01	2019-08-20			
exchange_bond	RU000A100R34	SberIOS 001P-129R 42M CDX 115%	СберИОС129	СберИОС 001Р-129R 42M CDX 115%	2019-08-22			
exchange_bond	RU000A100R83	SberIOS 001P-132R 42m E.V. 105	СберИОС132	СберИОС 001Р-132R 42m E.V. 105	2019-08-23			
exchange_bond	RU000A100R91	SberIOS 001P-131R 42m RuSt 102	СберИОС131	СберИОС 001Р-131R 42m РуАк 102	2019-08-23			
exchange_bond	RU000A100RG5	EuroChem MCC JSC BO-001-P06	ЕврХимБ1Р6	ЕвроХим МХК АО БО-001Р-06	2019-08-23			
exchange_bond	RU000A100RQ4	EconomLeasing 001P-01	ЭконЛиз1P1	ЭкономЛизинг 001Р-01	2019-08-28			
exchange_bond	RU000A100RR2	SberIOS 001P-130R 4Y O.G. 103%	СберИОС130	СберИОС 001Р-130R 4Y O.G. 103%	2019-08-27			
exchange_bond	RU000A100RS0	TECHNO Leasing 001P-02	ТЕХЛиз 1P2	ТЕХНО Лизинг 001P-02	2019-08-28			
exchange_bond	RU000A100RV4	Bank VTB B-1-36	ВТБ Б-1-36	Банк ВТБ (ПАО) Б-1-36	2019-08-28			
exchange_bond	RU000A100S41	SberIOS 001P-135R GAZP_asn 100	СберИОС135	СберИОС 001Р-135R GAZP_asn 100	2019-08-29			
exchange_bond	RU000A100S58	SberIOS 001P-136R 1Y EURUSD RA	СберИОС136	СберИОС 001Р-136R 1Y EURUSD RA	2019-08-29			
exchange_bond	RU000A100SF5	CREDIT BANK OF MOSCOW P04	МКБ П04	МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П04	2019-09-03			
exchange_bond	RU000A100SQ2	SberIOS 001P-127R 42M S&P_ROT	СберИОС127	СберИОС 001Р-127R 42M S&P_ROT	2019-09-05			
exchange_bond	RU000A100SS8	Bank VTB B-1-26	ВТБ Б-1-26	Банк ВТБ (ПАО) Б-1-26	2019-09-05			
exchange_bond	RU000A100SZ3	Russian Post BO-001P-06	ПочтаРБ1P6	Почта России (АО) БО-001P-06	2019-09-05			
exchange_bond	RU000A100T24	SberIOS 001P-138R 6m DGTUSDRUB	СберИОС138	СберИОС 001Р-138R 6m DGTUSDRUB	2019-09-05			
exchange_bond	RU000A100T32	SberIOS 001P-137R 2Y KIDS 4.5%	СберИОС137	СберИОС 001Р-137R 2Y KIDS 4.5%	2019-09-05			
exchange_bond	RU000A100TB2	PNPPK 001P-01	ПНППК 1P01	ПНППК 001P-01	2019-09-10			
exchange_bond	RU000A100TD8	Solid-Leasing BO-001-05	СолЛизБО05	Солид-Лизинг ООО БО-001-05	2019-09-11			
exchange_bond	RU000A100TF3	RUSAL Bratsk BO-001P-03	РУСАБрБ1P3	РУСАЛ Братск БО-001P-03	2019-09-12			
exchange_bond	RU000A100TH9	Rosbank BO-002P-06	Росбанк2P6	РОСБАНК БО-002P-06	2019-09-12			
exchange_bond	RU000A100TL1	Cousin BO-P01	Кузина1P01	Кузина БО-П01	2019-09-16			
exchange_bond	RU000A100TM9	SberIOS 001P-140R 1Y UKX T-W	СберИОС140	СберИОС 001Р-140R 1Y UKX T-W	2019-09-16			
exchange_bond	RU000A100TN7	SberIOS 001P-141R 1M USDRUB RA	СберИОС141	СберИОС 001Р-141R 1M USDRUB RA	2019-09-16			
exchange_bond	RU000A100TP2	SberIOS 001P-146R 5Y ENTM 12	СберИОС146	СберИОС 001Р-146R 5Y ENTM 12	2019-09-16			
exchange_bond	RU000A100TS6	TransFin-M 001P-06	ТрансФ1P06	ТрансФин-М ПАО 001P-06	2019-09-16			
exchange_bond	RU000A100TT4	Balti-GRAND BO-P02	БЭЛТИ БОП2	БЭЛТИ-ГРАНД ООО БО-П02	2019-09-17			
exchange_bond	RU000A100TU2	SberIOS 001P-133R 42M CDX 100%	СберИОС133	СберИОС 001Р-133R 42M CDX 100%	2019-09-17			
exchange_bond	RU000A100TV0	SberIOS 001P-134R 4Y O.G. 92%	СберИОС134	СберИОС 001Р-134R 4Y O.G. 92%	2019-09-17			
exchange_bond	RU000A100TW8	Bank VTB B-1-39	ВТБ Б-1-39	Банк ВТБ (ПАО) Б-1-39	2019-09-17			
exchange_bond	RU000A100TY4	Bank VTB B-1-40	ВТБ Б-1-40	Банк ВТБ (ПАО) Б-1-40	2019-09-17			
exchange_bond	RU000A100TZ1	Rosselkhozbank JSC BO-001K-P	РСХБ Б01КР	Россельхозбанк АО БО-001К-Р	2019-09-18			
exchange_bond	RU000A100U47	VEB.RF PBO-001P-K184	ВЭБ1P-К184	ВЭБ.РФ ПБО-001Р-К184	2019-09-18			
exchange_bond	RU000A100U54	VEB.RF PBO-001P-K194	ВЭБ1P-К194	ВЭБ.РФ ПБО-001Р-К194	2019-10-16			
exchange_bond	RU000A100U62	VEB.RF PBO-001P-K193	ВЭБ1P-К193	ВЭБ.РФ ПБО-001Р-К193	2019-10-11			
exchange_bond	RU000A100U70	VEB.RF PBO-001P-K192	ВЭБ1P-К192	ВЭБ.РФ ПБО-001Р-К192	2019-10-09			
exchange_bond	RU000A100U88	VEB.RF PBO-001P-K191	ВЭБ1P-К191	ВЭБ.РФ ПБО-001Р-К191	2019-10-10			
exchange_bond	RU000A100U96	VEB.RF PBO-001P-K190	ВЭБ1P-К190	ВЭБ.РФ ПБО-001Р-К190	2019-10-02			
exchange_bond	RU000A100UA2	VEB.RF PBO-001P-K189	ВЭБ1P-К189	ВЭБ.РФ ПБО-001Р-К189	2019-10-04			
exchange_bond	RU000A100UB0	VEB.RF PBO-001P-K188	ВЭБ1P-К188	ВЭБ.РФ ПБО-001Р-К188	2019-09-26			
exchange_bond	RU000A100UC8	VEB.RF PBO-001P-K187	ВЭБ1P-К187	ВЭБ.РФ ПБО-001Р-К187	2019-09-25			
exchange_bond	RU000A100UD6	VEB.RF PBO-001P-K186	ВЭБ1P-К186	ВЭБ.РФ ПБО-001Р-К186	2019-09-20			
exchange_bond	RU000A100UE4	VEB.RF PBO-001P-K185	ВЭБ1P-К185	ВЭБ.РФ ПБО-001Р-К185	2019-09-19			
exchange_bond	RU000A100UG9	HCF Bank BO-06	ХКФБанкБ06	ХКФ Банк БО-06	2019-09-20			
exchange_bond	RU000A100UK1	SberIOS 001P-147R 1Y KR RNG 5	СберИОС147	СберИОС 001Р-147R 1Y КС КРД 5	2019-09-20			
exchange_bond	RU000A100UM7	Gazprombank BO 002P-10	ГПБ002P-10	ГПБ (АО) БО 002P-10	2019-09-19			
exchange_bond	RU000A100UP0	ITC-Trade BO-P01	ИТЦ-Тр1P01	ИТЦ-Трейд БО-П01	2019-09-23			
exchange_bond	RU000A100US4	Eurasian Develop Bank 2P-01	ЕАБР 2Р-01	ЕАБР БО 002Р-01	2019-09-30			
exchange_bond	RU000A100UT2	Russian Post BO-001P-08	ПочтаРБ1P8	Почта России (АО) БО-001P-08	2019-09-24			
exchange_bond	RU000A100UU0	RN Bank BO-001P-06	РН БАНК1Р6	РН БАНК АО БО-001Р-06	2019-09-24			
exchange_bond	RU000A100UX4	Bank VTB B-1-43	ВТБ Б-1-43	Банк ВТБ (ПАО) Б-1-43	2019-09-24			
exchange_bond	RU000A100UY2	SberIOS 001P-144R 48m RuSt 105	СберИОС144	СберИОС 001Р-144R 48m РуАк 105	2019-09-24			
exchange_bond	RU000A100V04	Rosselkhozbank JSC BO-004K-P	РСХБ Б04КР	Россельхозбанк АО БО-004К-Р	2019-09-25			
exchange_bond	RU000A100V38	PRE Motor Technologies 001P-01	МоторТ1Р01	НПП Моторные технологии001Р-01	2019-09-25			
exchange_bond	RU000A100V46	X5 FINANSE 001P-06	ИКС5Фин1P6	ИКС 5 ФИНАНС 001P-06	2019-09-26			
exchange_bond	RU000A100V61	OR 001P-01	ОРГрупп1Р1	ОР ООО 001P-01	2019-09-26			
exchange_bond	RU000A100V79	Tinkoff Bank BO 001P-03R	Тинькофф3R	Тинькофф Банк БО 001Р-03R	2019-09-25			
exchange_bond	RU000A100V87	SberIOS 001P-150R IMOEX_asn 10	СберИОС150	СберИОС 001Р-150R IMOEX_asn 10	2019-09-25			
exchange_bond	RU000A100V95	SberIOS 001P-148R 18M GMKN CS	СберИОС148	СберИОС 001Р-148R 18M ГМКН CS	2019-09-26			
exchange_bond	RU000A100VB8	Sberbank 001P-SBER13	Сбер Sb13R	Сбербанк ПАО 001Р-SBER13	2019-09-27			
exchange_bond	RU000A100VC6	SberIOS 001P-149R 3M USDRUB RA	СберИОС149	СберИОС 001Р-149R 3M USDRUB RA	2019-09-26			
exchange_bond	RU000A100VD4	I-TECO 001P-01	АйТеко1Р01	Ай-Теко 001Р-01	2019-09-26			
exchange_bond	RU000A100VF9	SberIOS 001P-151R 1Y USDRUB RA	СберИОС151	СберИОС 001Р-151R 1Y USDRUB RA	2019-09-26			
exchange_bond	RU000A100VG7	SUEK-Finance 001P-03R	СУЭК-Ф1P3R	СУЭК-Финанс 001Р-03R	2019-09-26			
exchange_bond	RU000A100VL7	Bank Otkritie FC BO-IO02	ОткрФКБИО2	ПАО ОТКРЫТИЕ ФК Банк БО-ИО02	2019-09-27			
exchange_bond	RU000A100VQ6	MMC NORILSK NICKEL BO-001P-01	НорНикБ1P1	ГМК Нор.никель БО-001P-01	2019-10-01			
exchange_bond	RU000A100VR4	Gazprombank BO 001P-13P	ГПБ001P13P	ГПБ (АО) БО 001Р-13Р	2019-09-30			
exchange_bond	RU000A100VT0	SberIOS 001P-152R 2Y KIDS 4.5%	СберИОС152	СберИОС 001Р-152R 2Y KIDS 4.5%	2019-09-30			
exchange_bond	RU000A100VU8	SberIOS 001P-154R 6m DGTUSDRUB	СберИОС154	СберИОС 001Р-154R 6m DGTUSDRUB	2019-10-02			
exchange_bond	RU000A100VV6	SberIOS 001P-153R 5Y DEF 10%	СберИОС153	СберИОС 001Р-153R 5Y DEF 10%	2019-09-30			
exchange_bond	RU000A100VX2	Inter.Bank for Econ.Co 001P-01	МБЭС 1P-01	Межд.Банк Эк.Сотруд. 001P-01	2019-10-09			
exchange_bond	RU000A100VY0	Abis BO-P01	ЭБИС Б1P01	ЭБИС БО-П01	2019-10-01			
exchange_bond	RU000A100W11	Rosselkhozbank JSC BO-002K-P	РСХБ Б02КР	Россельхозбанк АО БО-002К-Р	2019-10-02			
exchange_bond	RU000A100W29	LC Rodelen JSC BO 001P-02	Роделен1Р2	ЗАО ЛК Роделен БО 001Р-02	2019-10-02			
exchange_bond	RU000A100W52	SuperOx BO-P01	СОксБ1P1	СуперОкс БО-П01	2019-10-02			
exchange_bond	RU000A100W60	Europlan BO-03	ЕвропланБ3	ПАО ЛК Европлан БО-03	2019-10-03			
exchange_bond	RU000A100WA8	LSR 001P-04	ЛСР БО 1Р4	Группа ЛСР ПАО БО 001Р-04	2019-10-04			
exchange_bond	RU000A100WC4	CREDIT BANK OF MOSCOW 1P1	МКБ 1P1	МОСКОВСКИЙ КРЕДИТНЫЙ БАНК 1P1	2019-10-04			
exchange_bond	RU000A100WR2	Ultra BO-P01	УльтраБ1P1	Ультра БО-П01	2019-10-10			
exchange_bond	RU000A100WT8	CREDIT BANK OF MOSCOW P05	МКБ П05	МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П05	2019-10-10			
exchange_bond	RU000A100WV4	SberIOS 001P-142R 48m E.V. 110	СберИОС142	СберИОС 001Р-142R 48m E.V. 110	2019-10-10			
exchange_bond	RU000A100X36	SberIOS 001P-156R 5Y TCOM 11%	СберИОС156	СберИОС 001Р-156R 5Y ТКОМ 11%	2019-10-15			
exchange_bond	RU000A100X44	SberIOS 001P-158R 1Y L3M R 4.5	СберИОС158	СберИОС 001Р-158R 1Y L3M К 4.5	2019-10-15			
exchange_bond	RU000A100X51	SberIOS 001P-159R 2Y KIDS 4.5%	СберИОС159	СберИОС 001Р-159R 2Y KIDS 4.5%	2019-10-15			
exchange_bond	RU000A100X69	Renaissance Insur Gr 001P-01R	РенСтр1P1	Ренессанс Страхование 001P-01R	2019-10-11			
exchange_bond	RU000A100X77	Credit Europe Bank Ltd 001P-03	КЕБ БО1Р03	Кредит Европа Банк АО 001Р-03	2019-10-11			
exchange_bond	RU000A100XA6	SberIOS 001P-143R 42M CDX 100%	СберИОС143	СберИОС 001Р-143R 42M CDX 100%	2019-10-15			
exchange_bond	RU000A100XB4	SberIOS001P-145R 4.5Y O.G.100%	СберИОС145	СберИОС001Р-145R 4.5Y O.G.100%	2019-10-15			
exchange_bond	RU000A100XC2	Polyus PBO-01	Полюс Б1P1	Полюс ПБО-01	2019-10-14			
exchange_bond	RU000A100XE8	VEB.RF PBO-001P-K195	ВЭБ1P-К195	ВЭБ.РФ ПБО-001Р-К195	2019-10-17			
exchange_bond	RU000A100XF5	VEB.RF PBO-001P-K196	ВЭБ1P-К196	ВЭБ.РФ ПБО-001Р-К196	2019-10-18			
exchange_bond	RU000A100XG3	VEB.RF PBO-001P-K197	ВЭБ1P-К197	ВЭБ.РФ ПБО-001Р-К197	2019-10-30			
exchange_bond	RU000A100XH1	VEB.RF PBO-001P-K198	ВЭБ1P-К198	ВЭБ.РФ ПБО-001Р-К198	2019-11-07			
exchange_bond	RU000A100XJ7	VEB.RF PBO-001P-K199	ВЭБ1P-К199	ВЭБ.РФ ПБО-001Р-К199	2019-11-01			
exchange_bond	RU000A100XK5	VEB.RF PBO-001P-K200	ВЭБ1P-К200	ВЭБ.РФ ПБО-001Р-К200	2019-11-06			
exchange_bond	RU000A100XL3	VEB.RF PBO-001P-K201	ВЭБ1P-К201	ВЭБ.РФ ПБО-001Р-К201	2019-11-08			
exchange_bond	RU000A100XM1	VEB.RF PBO-001P-K202	ВЭБ1P-К202	ВЭБ.РФ ПБО-001Р-К202	2019-11-13			
exchange_bond	RU000A100XN9	VEB.RF PBO-001P-K203	ВЭБ1P-К203	ВЭБ.РФ ПБО-001Р-К203	2019-11-28			
exchange_bond	RU000A100XR0	PIK-Corporation 001P-01	ПИК К 1P1	ПИК-Корпорация 001Р-01	2019-10-16			
exchange_bond	RU000A100XU4	RESO-LEASING BO-P-07	РЕСОЛизБП7	РЕСО-Лизинг ООО БО-П-07	2019-10-18			
exchange_bond	RU000A100Y01	Bank VTB B-1-38	ВТБ Б-1-38	Банк ВТБ (ПАО) Б-1-38	2019-10-18			
exchange_bond	RU000A100Y50	SUEK - Finance 001P-04R	СУЭК-Ф1P4R	СУЭК-Финанс 001Р-04R	2019-10-21			
exchange_bond	RU000A100Y76	SberIOS 001P-155R 1M USDRUB RA	СберИОС155	СберИОС 001Р-155R 1M USDRUB RA	2019-10-21			
exchange_bond	RU000A100Y92	Bank VTB B-1-45	ВТБ Б-1-45	Банк ВТБ (ПАО) Б-1-45	2019-10-22			
exchange_bond	RU000A100YB2	SberIOS 001P-160R 5Y ENTM 12	СберИОС160	СберИОС 001Р-160R 5Y ENTM 12	2019-10-22			
exchange_bond	RU000A100YD8	Naftatrans plus LLC BO-02	НафттрнБО2	Нафтатранс плюс ООО БО-02	2019-10-23			
exchange_bond	RU000A100YE6	TransContainer PBO-01	ТрансКо1P1	ТрансКонтейнер ПБО-01	2019-10-23			
exchange_bond	RU000A100YF3	METALLOINVEST BO-03	МЕТАЛИНБ03	МЕТАЛЛОИНВЕСТ БО-03	2019-10-23			
exchange_bond	RU000A100YG1	Samolet Group BO-P07	Самолет1P7	ГК Самолет БО-П07	2019-10-23			
exchange_bond	RU000A100YK3	KAMAZ PTC BO-P05	КАМАЗ БОП5	КАМАЗ ПАО БО-П05	2019-10-23			
exchange_bond	RU000A100YP2	AO im. T.G.Shevchenko 001P-01	Шевченк1Р1	АО им. Т.Г. Шевченко 001P-01	2019-10-24			
exchange_bond	RU000A100YQ0	Rosneft 002P-09	Роснфт2P9	ПАО НК Роснефть 002P-09	2019-10-24			
exchange_bond	RU000A100YR8	RUSNANO BO-002P-03	РОСНАН2P3	РОСНАНО АО БО-002P-03	2019-10-24			
exchange_bond	RU000A100YT4	Expobank BO-02	Экспоб Б02	Экспобанк БО-02	2019-10-25			
exchange_bond	RU000A100YU2	Acron BO-001P-03	Акрон Б1P3	Акрон (ПАО) БО-001P-03	2019-10-25			
exchange_bond	RU000A100YW8	Toyota Bank BO-001P-03	ТойотаБ1P3	Тойота Банк БО-001P-03	2019-10-25			
exchange_bond	RU000A100Z00	DirectLeasing BO 001P-04	ДрктЛиз1P4	ДиректЛизинг БО 001P-04	2019-10-29			
exchange_bond	RU000A100Z42	SberIOS 001P-161R 1Y USDRUB RA	СберИОС161	СберИОС 001Р-161R 1Y USDRUB RA	2019-10-28			
exchange_bond	RU000A100Z59	SberIOS 001P-164R IMOEX_a 100	СберИОС164	СберИОС 001Р-164R IMOEX_a 100	2019-10-28			
exchange_bond	RU000A100Z75	SberIOS 001P-139R 5Y EC 115%	СберИОС139	СберИОС 001Р-139R 5Y EC 115	2019-10-28			
exchange_bond	RU000A100Z83	SberIOS 001P-87R BPIF 4Y 50%	СберИОС87	СберИОС 001Р-87R БПИФ 4Y 50%	2019-11-07			
exchange_bond	RU000A100Z91	STLC BO 001P-15	ГТЛК 1P-15	ГТЛК БО 001P-15	2019-10-29			
exchange_bond	RU000A100ZD5	Rosseti Ural BO-04	РосcетУрБ4	Россети Урал БО-04	2019-10-30			
exchange_bond	RU000A100ZF0	Rosseti Ural BO-03	РосcетУрБ3	Россети Урал БО-03	2019-10-30			
exchange_bond	RU000A100ZK0	MTS 001P-12	МТС 1P-12	Мобильные ТелеСистемы 001P-12	2019-10-31			
exchange_bond	RU000A100ZL8	LSR 001P-05	ЛСР БО 1Р5	Группа ЛСР ПАО БО 001Р-05	2019-10-31			
