date,marketCap,traceName
2019-01-03,1091300706292.22,Chemicals and Pertochemicals
2019-01-03,1091300706292.22,Chemicals and Pertochemicals
2019-01-03,1091300706292.22,Chemicals and Pertochemicals
2019-01-04,1092144279864.9199,Chemicals and Pertochemicals
2019-01-08,1088205553027.4801,Chemicals and Pertochemicals
2019-01-08,1088205553027.4801,Chemicals and Pertochemicals
2019-01-08,1088205553027.4801,Chemicals and Pertochemicals
2019-01-08,1088205553027.4801,Chemicals and Pertochemicals
2019-01-09,1092166031524.14,Chemicals and Pertochemicals
2019-01-10,1086276967513.3999,Chemicals and Pertochemicals
2019-01-11,1090446633666.3799,Chemicals and Pertochemicals
2019-01-14,1093588497867.96,Chemicals and Pertochemicals
2019-01-14,1093588497867.96,Chemicals and Pertochemicals
2019-01-14,1093588497867.96,Chemicals and Pertochemicals
2019-01-15,1098933323509.78,Chemicals and Pertochemicals
2019-01-16,1099019899602.8201,Chemicals and Pertochemicals
2019-01-17,1095527566716.62,Chemicals and Pertochemicals
2019-01-18,1098534691526.48,Chemicals and Pertochemicals
2019-01-21,1100349147729.34,Chemicals and Pertochemicals
2019-01-21,1100349147729.34,Chemicals and Pertochemicals
2019-01-21,1100349147729.34,Chemicals and Pertochemicals
2019-01-22,1096882955087.92,Chemicals and Pertochemicals
2019-01-23,1098953538713.4199,Chemicals and Pertochemicals
2019-01-24,1099486321549.7001,Chemicals and Pertochemicals
2019-01-25,1096913434328.22,Chemicals and Pertochemicals
2019-01-28,1100651994393.7,Chemicals and Pertochemicals
2019-01-28,1100651994393.7,Chemicals and Pertochemicals
2019-01-28,1100651994393.7,Chemicals and Pertochemicals
2019-01-29,1100809006548.8801,Chemicals and Pertochemicals
2019-01-30,1098487397007.22,Chemicals and Pertochemicals
2019-01-31,1101131119179.22,Chemicals and Pertochemicals
2019-02-01,1094473683401.7001,Chemicals and Pertochemicals
2019-02-04,1091875690924.6499,Chemicals and Pertochemicals
2019-02-04,1091875690924.6499,Chemicals and Pertochemicals
2019-02-04,1091875690924.6499,Chemicals and Pertochemicals
2019-02-05,1093036205874.61,Chemicals and Pertochemicals
2019-02-06,1092933252259.7501,Chemicals and Pertochemicals
2019-02-07,1089674336397.1599,Chemicals and Pertochemicals
2019-02-08,1084030524068.82,Chemicals and Pertochemicals
2019-02-11,1087448808255.01,Chemicals and Pertochemicals
2019-02-11,1087448808255.01,Chemicals and Pertochemicals
2019-02-11,1087448808255.01,Chemicals and Pertochemicals
2019-02-12,1086822631482.3401,Chemicals and Pertochemicals
2019-02-13,1082960054278.77,Chemicals and Pertochemicals
2019-02-14,1082415994086.2899,Chemicals and Pertochemicals
2019-02-15,1087026962040.8201,Chemicals and Pertochemicals
2019-02-18,1086848142454.16,Chemicals and Pertochemicals
2019-02-18,1086848142454.16,Chemicals and Pertochemicals
2019-02-18,1086848142454.16,Chemicals and Pertochemicals
2019-02-19,1082377704766.34,Chemicals and Pertochemicals
2019-02-20,1083101657441.21,Chemicals and Pertochemicals
2019-02-21,1078813803343.21,Chemicals and Pertochemicals
2019-02-22,1076769078581.48,Chemicals and Pertochemicals
2019-02-25,1083356571116.67,Chemicals and Pertochemicals
