date,marketCap,traceName
2019-08-26,44289297786693.36,total
2019-09-09,45906024983972.84,total
2019-09-23,45994524744324.16,total
2019-10-08,44578567811748.79,total
2019-10-23,45901565735664.38,total
2019-11-07,48676767481199.07,total
2019-11-22,47770510600418.625,total
2019-12-09,47517745806379.38,total
2019-12-23,48830134154838.8,total
2020-01-06,49595977396715.125,total
2020-01-21,51881978891839.85,total
2020-02-05,50041476802596.82,total
2020-02-20,50792906415895.75,total
2020-03-06,44016702680929.875,total
2020-03-23,35923671572824.13,total
2020-04-06,41917543514256.414,total
2020-04-20,40680575862319.4,total
2020-05-05,42647677701144.87,total
2020-05-20,44214318699835.49,total
2020-06-04,44897248573889.125,total
2020-06-19,44290593150048.375,total
2020-07-06,44973488828194.875,total
2020-07-20,44067665679563.04,total
2020-08-03,46026496800530.75,total
2020-08-18,48240587406425.2,total
2020-09-02,46549915037517.59,total
2020-09-17,46483611735127.8,total
2020-10-02,44621894965589.84,total
2020-10-19,44350127074084.76,total
2020-11-02,43160772432381.82,total
2020-11-16,48885479617994.78,total
2020-12-01,49565633272504.15,total
2020-12-16,51272059165989.805,total
2021-01-04,52373466049617.8,total
2021-01-15,55113937413394.84,total
2021-02-01,52112063094092.25,total
2021-02-15,54660198944485.72,total
2021-03-01,53623243072379.945,total
2021-03-16,56912505432845.02,total
2021-03-31,56746537628403.234,total
2021-04-15,57200737007760.12,total
2021-04-30,56884277421255.22,total
2021-05-17,58489574061589.98,total
2021-05-31,59231754080477.36,total
2021-06-14,61177425489281.49,total
2021-06-29,59656178885415.3,total
2021-07-14,60818532869277.14,total
2021-07-29,60320581539348.016,total
2021-08-13,61323333570421.83,total
2021-08-30,61990226296840.01,total
2021-09-13,64216152685992.14,total
2021-09-27,65155405782646.69,total
2021-10-12,68210949196565.305,total
2021-10-27,67716841818113.516,total
2021-11-11,66533430973507.56,total
2021-11-26,62468068985491.055,total
2021-12-13,60711016748057.03,total
2021-12-27,62099160053051.94,total
2022-01-10,63540046221195.96,total
2022-01-25,55987861453512.35,total
2022-02-09,61273716174654.43,total
2022-02-24,35525166843855.56,total
2022-03-11,42149031855411.125,total
2022-03-28,43482237918985.13,total
2022-04-11,46406158646159.8,total
2022-04-25,41137700156285.25,total
2022-05-11,43871133676367.52,total
2022-05-25,42399541229486.75,total
2022-06-09,42144662746905.27,total
2022-06-24,43572913324316.33,total
2022-07-11,39357112144728.84,total
2022-07-25,37844312049256.914,total
2022-08-08,37405345794661.49,total
2022-08-23,39809364905828.06,total
2022-09-07,42900566969629.56,total
2022-09-22,38462071381927.56,total
2022-10-07,34151060549484.008,total
2022-10-24,35908605820603.305,total
2022-11-07,38324093944119.77,total
2022-11-21,37835114563424.99,total
2022-12-06,38549018031530.65,total
2022-12-21,38124534998744.234,total
2023-01-05,38716304600240.26,total
2023-01-20,38480340185032.086,total
2023-02-06,40236552724473.33,total
2023-02-20,38715412926619.83,total
2023-03-06,40982440711948.75,total
2023-03-21,42821213246381.47,total
2023-04-05,44197927065563.82,total
2023-04-20,46235280387555.65,total
2023-05-05,44930837882920.6,total
2023-05-22,46589303806383.47,total
2023-06-05,48131838118925.7,total
2023-06-19,49554382949545.63,total
2023-07-04,49187248085405.375,total
2023-07-19,52108357703267.1,total
2023-08-03,55913472741289.125,total
2023-08-18,56083178008617.305,total
2023-09-04,60331245588355.47,total
2023-09-18,58573599613092.91,total
2023-10-02,58261278047522.61,total
2023-10-17,59867250388425.4,total
2023-11-01,59365513790384.39,total
2023-11-16,58817194347074.055,total
2023-12-01,58543121384846.81,total
2023-12-18,57611923045986.67,total
2024-01-03,58895059741187.85,total
2024-01-15,60662711249968.93,total
2024-01-30,61505378179879.984,total
2024-02-14,62463192896138.97,total
2024-02-29,62132841932418.71,total
2024-03-15,63023312755898.05,total
2024-04-01,63598841317068.664,total
2024-04-15,64384903357979.75,total
2024-04-29,64016314150998.92,total
2024-05-14,64189539650596.87,total
2024-05-29,60362663458607.875,total
2024-06-13,58035102441462.82,total
2024-06-28,57959155033597.32,total
2024-07-15,52513191252772.81,total
2024-07-29,54278705007183.08,total
2024-08-12,53035699666888.7,total
