date,marketCap,traceName
2015-01-05,776453429636.69,Chemicals and Pertochemicals
2015-01-05,776453429636.69,Chemicals and Pertochemicals
2015-01-05,776453429636.69,Chemicals and Pertochemicals
2015-01-05,776453429636.69,Chemicals and Pertochemicals
2015-01-05,776453429636.69,Chemicals and Pertochemicals
2015-01-06,801090028674.44,Chemicals and Pertochemicals
2015-01-08,820634639366.8401,Chemicals and Pertochemicals
2015-01-08,820634639366.8401,Chemicals and Pertochemicals
2015-01-09,806695450456.04,Chemicals and Pertochemicals
2015-01-12,803396665347.14,Chemicals and Pertochemicals
2015-01-12,803396665347.14,Chemicals and Pertochemicals
2015-01-12,803396665347.14,Chemicals and Pertochemicals
2015-01-13,815468198235.29,Chemicals and Pertochemicals
2015-01-14,824461353364.49,Chemicals and Pertochemicals
2015-01-15,831434297561.3401,Chemicals and Pertochemicals
2015-01-16,835630979381.24,Chemicals and Pertochemicals
2015-01-19,851119318769.74,Chemicals and Pertochemicals
2015-01-19,851119318769.74,Chemicals and Pertochemicals
2015-01-19,851119318769.74,Chemicals and Pertochemicals
2015-01-20,853500723220.34,Chemicals and Pertochemicals
2015-01-21,857923369951.6399,Chemicals and Pertochemicals
2015-01-22,889779767631.1399,Chemicals and Pertochemicals
2015-01-23,931588545090.24,Chemicals and Pertochemicals
2015-01-26,931060415105.39,Chemicals and Pertochemicals
2015-01-26,931060415105.39,Chemicals and Pertochemicals
2015-01-26,931060415105.39,Chemicals and Pertochemicals
2015-01-27,981745419500.99,Chemicals and Pertochemicals
2015-01-28,1021188410967.69,Chemicals and Pertochemicals
2015-01-29,1018897832320.99,Chemicals and Pertochemicals
2015-01-30,1020323826524.3899,Chemicals and Pertochemicals
2015-02-02,1016442385403.79,Chemicals and Pertochemicals
2015-02-02,1016442385403.79,Chemicals and Pertochemicals
2015-02-02,1016442385403.79,Chemicals and Pertochemicals
2015-02-03,992313637159.03,Chemicals and Pertochemicals
2015-02-04,1003880524240.74,Chemicals and Pertochemicals
2015-02-05,1016067144029.6399,Chemicals and Pertochemicals
2015-02-06,1016336174732.52,Chemicals and Pertochemicals
2015-02-09,1020070030225.98,Chemicals and Pertochemicals
2015-02-09,1020070030225.98,Chemicals and Pertochemicals
2015-02-09,1020070030225.98,Chemicals and Pertochemicals
2015-02-10,1021086836717.63,Chemicals and Pertochemicals
2015-02-11,1043589356592.73,Chemicals and Pertochemicals
2015-02-12,1057067097997.88,Chemicals and Pertochemicals
2015-02-13,1056237560145.93,Chemicals and Pertochemicals
2015-02-16,1035730393791.8301,Chemicals and Pertochemicals
2015-02-16,1035730393791.8301,Chemicals and Pertochemicals
2015-02-16,1035730393791.8301,Chemicals and Pertochemicals
2015-02-17,1036942908161.49,Chemicals and Pertochemicals
2015-02-18,1044643843191.8401,Chemicals and Pertochemicals
2015-02-19,1005858278637.74,Chemicals and Pertochemicals
2015-02-20,1005580716023.44,Chemicals and Pertochemicals
2015-02-24,990730643827.6799,Chemicals and Pertochemicals
2015-02-24,990730643827.6799,Chemicals and Pertochemicals
2015-02-24,990730643827.6799,Chemicals and Pertochemicals
2015-02-24,990730643827.6799,Chemicals and Pertochemicals
2015-02-25,977975583064.13,Chemicals and Pertochemicals
2015-02-26,983890766442.23,Chemicals and Pertochemicals
2015-02-27,988941277704.74,Chemicals and Pertochemicals
2015-03-02,1003051328490.5801,Chemicals and Pertochemicals
2015-03-02,1003051328490.5801,Chemicals and Pertochemicals
2015-03-02,1003051328490.5801,Chemicals and Pertochemicals
2015-03-03,1020888287454.43,Chemicals and Pertochemicals
2015-03-04,1024433275665.13,Chemicals and Pertochemicals
2015-03-05,1044293107646.73,Chemicals and Pertochemicals
2015-03-06,1035256844398.3301,Chemicals and Pertochemicals
2015-03-10,1002802247369.8301,Chemicals and Pertochemicals
2015-03-10,1002802247369.8301,Chemicals and Pertochemicals
2015-03-10,1002802247369.8301,Chemicals and Pertochemicals
2015-03-10,1002802247369.8301,Chemicals and Pertochemicals
2015-03-11,994326437417.41,Chemicals and Pertochemicals
2015-03-12,985003570669.21,Chemicals and Pertochemicals
2015-03-13,967407400312.01,Chemicals and Pertochemicals
2015-03-16,943974986044.61,Chemicals and Pertochemicals
2015-03-16,943974986044.61,Chemicals and Pertochemicals
2015-03-16,943974986044.61,Chemicals and Pertochemicals
2015-03-17,929643611785.71,Chemicals and Pertochemicals
2015-03-18,944505145106.74,Chemicals and Pertochemicals
2015-03-19,948236445333.8401,Chemicals and Pertochemicals
2015-03-20,944827392046.19,Chemicals and Pertochemicals
2015-03-23,931432769783.49,Chemicals and Pertochemicals
2015-03-23,931432769783.49,Chemicals and Pertochemicals
2015-03-23,931432769783.49,Chemicals and Pertochemicals
2015-03-24,919141333837.29,Chemicals and Pertochemicals
2015-03-25,927313935732.49,Chemicals and Pertochemicals
2015-03-26,914205021068.54,Chemicals and Pertochemicals
2015-03-27,908483946080.54,Chemicals and Pertochemicals
2015-03-30,917265539470.6399,Chemicals and Pertochemicals
2015-03-30,917265539470.6399,Chemicals and Pertochemicals
2015-03-30,917265539470.6399,Chemicals and Pertochemicals
2015-03-31,918389728838.02,Chemicals and Pertochemicals
2015-04-01,939703922848.72,Chemicals and Pertochemicals
2015-04-02,937293119708.72,Chemicals and Pertochemicals
2015-04-03,952382728902.87,Chemicals and Pertochemicals
2015-04-06,962737883711.0701,Chemicals and Pertochemicals
2015-04-06,962737883711.0701,Chemicals and Pertochemicals
2015-04-06,962737883711.0701,Chemicals and Pertochemicals
2015-04-07,961016672174.12,Chemicals and Pertochemicals
2015-04-08,947479323253.5801,Chemicals and Pertochemicals
2015-04-09,935787466964.44,Chemicals and Pertochemicals
2015-04-10,926642958597.14,Chemicals and Pertochemicals
2015-04-13,944028935181.6799,Chemicals and Pertochemicals
2015-04-13,944028935181.6799,Chemicals and Pertochemicals
2015-04-13,944028935181.6799,Chemicals and Pertochemicals
2015-04-14,939199982207.78,Chemicals and Pertochemicals
2015-04-15,935308426519.18,Chemicals and Pertochemicals
2015-04-16,934202778764.23,Chemicals and Pertochemicals
2015-04-17,931952184083.69,Chemicals and Pertochemicals
2015-04-20,936253337248.8401,Chemicals and Pertochemicals
2015-04-20,936253337248.8401,Chemicals and Pertochemicals
2015-04-20,936253337248.8401,Chemicals and Pertochemicals
2015-04-21,948445933002.74,Chemicals and Pertochemicals
2015-04-22,952962439064.79,Chemicals and Pertochemicals
2015-04-23,952848721522.49,Chemicals and Pertochemicals
2015-04-24,940362058660.8401,Chemicals and Pertochemicals
2015-04-27,939777541572.52,Chemicals and Pertochemicals
2015-04-27,939777541572.52,Chemicals and Pertochemicals
2015-04-27,939777541572.52,Chemicals and Pertochemicals
2015-04-28,930734987514.9,Chemicals and Pertochemicals
2015-04-29,925902028027.95,Chemicals and Pertochemicals
2015-04-30,922560230613.3301,Chemicals and Pertochemicals
2015-05-05,930103939661.63,Chemicals and Pertochemicals
2015-05-05,930103939661.63,Chemicals and Pertochemicals
2015-05-05,930103939661.63,Chemicals and Pertochemicals
2015-05-05,930103939661.63,Chemicals and Pertochemicals
2015-05-05,930103939661.63,Chemicals and Pertochemicals
2015-05-06,922901156866.73,Chemicals and Pertochemicals
2015-05-07,912034372587.13,Chemicals and Pertochemicals
2015-05-08,921216367188.85,Chemicals and Pertochemicals
2015-05-12,938472514771.75,Chemicals and Pertochemicals
2015-05-12,938472514771.75,Chemicals and Pertochemicals
2015-05-12,938472514771.75,Chemicals and Pertochemicals
2015-05-12,938472514771.75,Chemicals and Pertochemicals
2015-05-13,928935390871.84,Chemicals and Pertochemicals
2015-05-14,922242996182.19,Chemicals and Pertochemicals
2015-05-15,931975432788.5,Chemicals and Pertochemicals
2015-05-18,917168155698.8,Chemicals and Pertochemicals
2015-05-18,917168155698.8,Chemicals and Pertochemicals
2015-05-18,917168155698.8,Chemicals and Pertochemicals
2015-05-19,912062976709.95,Chemicals and Pertochemicals
2015-05-20,905460810855.2,Chemicals and Pertochemicals
2015-05-21,909891569140.3,Chemicals and Pertochemicals
2015-05-22,912278174713.6499,Chemicals and Pertochemicals
2015-05-25,934266747588.6499,Chemicals and Pertochemicals
2015-05-25,934266747588.6499,Chemicals and Pertochemicals
2015-05-25,934266747588.6499,Chemicals and Pertochemicals
2015-05-26,941343902699.95,Chemicals and Pertochemicals
2015-05-27,945563120708.75,Chemicals and Pertochemicals
2015-05-28,947189094645.25,Chemicals and Pertochemicals
2015-05-29,914291945328.55,Chemicals and Pertochemicals
2015-06-01,898383702614.65,Chemicals and Pertochemicals
2015-06-01,898383702614.65,Chemicals and Pertochemicals
2015-06-01,898383702614.65,Chemicals and Pertochemicals
2015-06-02,898488802960.1499,Chemicals and Pertochemicals
2015-06-03,909316894980.05,Chemicals and Pertochemicals
2015-06-04,929974945829.15,Chemicals and Pertochemicals
2015-06-05,937906530714.8999,Chemicals and Pertochemicals
2015-06-08,945638086277.9,Chemicals and Pertochemicals
2015-06-08,945638086277.9,Chemicals and Pertochemicals
2015-06-08,945638086277.9,Chemicals and Pertochemicals
2015-06-09,935227728618.6,Chemicals and Pertochemicals
2015-06-10,923657502075.5,Chemicals and Pertochemicals
2015-06-11,916279650838.2,Chemicals and Pertochemicals
2015-06-15,919396120346.4,Chemicals and Pertochemicals
2015-06-15,919396120346.4,Chemicals and Pertochemicals
2015-06-15,919396120346.4,Chemicals and Pertochemicals
2015-06-15,919396120346.4,Chemicals and Pertochemicals
2015-06-16,918950601377.65,Chemicals and Pertochemicals
2015-06-17,918557070012.8501,Chemicals and Pertochemicals
2015-06-18,912660030708.4,Chemicals and Pertochemicals
